Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
7232063,Irrel,Grundzentrum,1705,0,0,0,241.5,20.96,4,241
7232067,Körperich,Grundzentrum,1120,0,0,0,58.58,9.88,7,96
7232070,Kyllburg,Grundzentrum,981,0,0,0,212.34,16.88,3,101
7232080,Mettendorf,Grundzentrum,1134,0,0,0,75.7,12.15,6,299
7232123,Speicher,Grundzentrum,3836,0,0,0,249.74,17.32,3,54
7232201,Arzfeld,Grundzentrum,1434,0,0,0,73.96,11.04,12,152
7232206,Bleialf,Grundzentrum,1258,0,0,0,166.62,16.56,6,92
7232213,Daleiden,Grundzentrum,938,0,0,0,60.17,12.32,9,100
7232304,Schönecken,Grundzentrum,1483,0,0,0,111,13.32,7,70
7232322,Waxweiler,Grundzentrum,1100,0,0,0,184.25,15.91,5,65
7233027,Gillenfeld,Grundzentrum,1440,0,0,0,96,11.53,5,32
7233029,Hillesheim,Grundzentrum,3240,1,1,220,156.82,14.09,9,176
7233035,Jünkerath,Grundzentrum,1836,0,0,0,181.78,17.52,9,168
7233218,Kelberg,Grundzentrum,2054,0,0,0,83.26,12.2,10,375
7233240,Stadtkyll,Grundzentrum,1563,0,0,0,75.22,14.1,8,103
7235058,Kell am See,Grundzentrum,2018,0,0,0,71.41,10.44,6,80
7235125,Schweich,Grundzentrum,7992,0,0,0,257.14,18.5,15,1149
7235141,Waldrach,Grundzentrum,2111,0,0,0,169.42,13.56,12,606
7235149,Wincheringen,Grundzentrum,2529,0,0,0,134.88,12.75,9,109
7235152,Zerf,Grundzentrum,1621,0,0,0,56.27,7.6,12,94
7331018,Eich,Grundzentrum,3749,0,0,0,178.35,13.61,6,179
7331025,Flonheim,Grundzentrum,2706,0,0,0,181,12.51,7,306
7331032,Gau-Odernheim,Grundzentrum,3964,0,0,0,216.97,12.1,8,378
7331048,Monsheim,Grundzentrum,2598,0,0,0,270.34,22.89,4,154
7331055,Osthofen,Grundzentrum,9736,0,0,0,522.88,19.33,16,602
7331071,Westhofen,Grundzentrum,3429,0,0,0,232.79,15.21,7,258
7331072,Wöllstein,Grundzentrum,4638,0,0,0,386.5,21.67,8,285
7331073,Wörrstadt,Grundzentrum,8414,0,0,0,502.33,26.63,16,490
7332009,Deidesheim,Grundzentrum,3772,0,0,0,142.13,9.27,2,151
7332019,Freinsheim,Grundzentrum,4939,0,0,0,363.43,18.32,10,156
7332027,Hettenleidelheim,Grundzentrum,3019,0,0,0,594.29,28.94,5,177
7332032,Lambrecht (Pfalz),Grundzentrum,4170,0,0,0,501.2,17.79,7,347
7332046,Wachenheim an der Weinstraße,Grundzentrum,4561,0,0,0,182.66,17.66,3,91
7333003,Alsenz,Grundzentrum,1657,0,0,0,128.65,13.35,5,135
7333026,Göllheim,Grundzentrum,3906,0,0,0,216.76,14.98,10,269
7333054,Obermoschel,Grundzentrum,1049,0,0,0,103.35,9.85,4,58
7333503,Winnweiler,Grundzentrum,5001,0,0,0,229.4,17.57,15,381
7334001,Bellheim,Grundzentrum,8855,0,0,0,433.43,22.96,11,724
7334008,Hagenbach,Grundzentrum,5518,0,0,0,347.92,16.02,5,123
7334012,Jockgrim,Grundzentrum,7592,0,0,0,602.06,23.47,5,156
7334017,Lingenfeld,Grundzentrum,5832,0,0,0,383.43,29.91,5,312
7334024,Rheinzabern,Grundzentrum,5018,0,0,0,392.95,21.85,8,360
7334025,Rülzheim,Grundzentrum,8353,0,0,0,501.38,22.09,8,502
7335003,Bruchmühlbach-Miesau,Grundzentrum,8081,0,0,0,300.97,23.09,24,898
7335004,Enkenbach-Alsenborn,Grundzentrum,7181,1,1,181,238.89,18.26,17,451
7335015,Hochspeyer,Grundzentrum,4738,0,0,0,208.36,11.3,9,288
7335034,Otterbach,Grundzentrum,4041,0,0,0,651.77,29.35,8,496
7335035,Otterberg,Grundzentrum,5425,0,0,0,168.95,11.3,24,549
7335037,Queidersbach,Grundzentrum,2823,0,0,0,190.87,12.91,8,346
7335038,Ramstein-Miesenbach,Grundzentrum,8250,1,6,1463,191.82,42.71,28,1108
7335049,Weilerbach,Grundzentrum,4898,0,0,0,306.32,22.2,12,454
7336003,Altenglan,Grundzentrum,2756,0,0,0,202.65,18.01,13,430
7336031,Glan-Münchweiler,Grundzentrum,1241,0,0,0,207.18,21.2,4,119
7336092,Schönenberg-Kübelberg,Grundzentrum,5702,0,0,0,305.25,21.2,11,661
7336102,Waldmohr,Grundzentrum,5302,0,0,0,406.91,25.1,6,325
7336105,Wolfstein,Grundzentrum,1874,0,0,0,136.29,13.09,8,210
7337007,Billigheim-Ingenheim,Grundzentrum,3817,0,0,0,166.32,13.73,10,258
7337052,Maikammer,Grundzentrum,4423,0,0,0,323.56,13.31,7,350
7337061,Offenbach an der Queich,Grundzentrum,6317,0,0,0,414.23,23.93,8,303
7338001,Altrip,Grundzentrum,7728,0,0,0,738.11,27.22,5,343
7338004,Bobenheim-Roxheim,Grundzentrum,10062,0,0,0,490.59,19.8,16,581
7338005,Böhl-Iggelheim,Grundzentrum,10583,0,0,0,322.36,15.69,12,202
7338006,Dannstadt-Schauernheim,Grundzentrum,7500,0,0,0,492.13,22.97,12,570
7338007,Dudenhofen,Grundzentrum,6008,0,0,0,463.94,20.23,6,179
7338012,Heßheim,Grundzentrum,3174,0,0,0,549.13,31.83,4,227
7338016,Lambsheim,Grundzentrum,7077,0,0,0,555.06,22.9,6,111
7338017,Limburgerhof,Grundzentrum,11669,1,1,199,1296.56,43.89,18,778
7338018,Maxdorf,Grundzentrum,7225,0,0,0,982.99,35.78,9,491
7338019,Mutterstadt,Grundzentrum,13139,0,0,0,641.87,28.38,17,864
7338020,Neuhofen,Grundzentrum,7205,0,0,0,585.77,19.76,7,711
7338023,Römerberg,Grundzentrum,9907,0,0,0,355.73,18.53,19,687
7338026,Waldsee,Grundzentrum,5960,0,0,0,460.59,23.11,6,461
7339003,Bacharach,Grundzentrum,1837,0,0,0,78.67,10.84,9,213
7339006,Bodenheim,Grundzentrum,7984,0,0,0,594.49,25.17,2,88
7339009,Budenheim,Grundzentrum,8639,0,0,0,814.23,36.85,10,773
7339019,Gau-Algesheim,Grundzentrum,6935,0,0,0,495.71,22.09,7,330
7339024,Guntersblum,Grundzentrum,3977,0,0,0,238,14.9,3,151
7339039,Nackenheim,Grundzentrum,5686,0,0,0,659.63,21.69,3,86
7339056,Sprendlingen,Grundzentrum,4337,0,0,0,332.85,23.33,12,374
7340014,Hauenstein,Grundzentrum,3969,0,0,0,285.33,16.39,8,137
7340028,Lemberg,Grundzentrum,3676,0,0,0,63.18,6.08,14,256
7340038,Rodalben,Grundzentrum,6675,0,0,0,425.43,29.45,15,642
7340051,Thaleischweiler-Fröschen,Grundzentrum,3200,0,0,0,260.8,23.72,9,272
7340053,Vinningen,Grundzentrum,1677,0,0,0,132.67,11.79,7,176
7340054,Waldfischbach-Burgalben,Grundzentrum,4671,0,0,0,265.4,21.76,8,168
7340206,Contwig,Grundzentrum,5071,0,0,0,205.05,16.62,13,307
7340225,Wallhalben,Grundzentrum,841,0,0,0,172.34,15.16,3,78
8115016,Gäufelden,Grundzentrum,9241,0,0,0,460.44,20.98,9,807
8115024,Holzgerlingen,Grundzentrum,13750,0,0,0,1026.89,33.46,12,1527
8115041,Renningen,Grundzentrum,18596,0,0,0,596.98,21.19,15,892
8115048,Waldenbuch,Grundzentrum,8779,0,0,0,386.74,14.14,29,2780
8115050,Weil der Stadt,Grundzentrum,19401,2,5,433,449.41,20.27,27,4676
8116042,Neckartenzlingen,Grundzentrum,6433,0,0,0,712.4,26.25,8,701
8116046,Neuffen,Grundzentrum,6322,0,0,0,362.71,14.74,10,415
8116056,Plochingen,Grundzentrum,14611,1,1,168,1373.21,36.18,15,1716
8116058,Reichenbach an der Fils,Grundzentrum,8457,0,0,0,1138.22,31.22,22,1811
8116070,Weilheim an der Teck,Grundzentrum,10324,0,0,0,389.44,17.69,18,1031
8116071,Wendlingen am Neckar,Grundzentrum,16258,0,0,0,1338.11,40.49,18,1013
8116077,Filderstadt,Grundzentrum,46188,0,0,0,1198.13,34.4,63,7616
8116078,Leinfelden-Echterdingen,Grundzentrum,40420,0,0,0,1352.29,36.84,68,9531
8116079,Lenningen,Grundzentrum,8269,0,0,0,199.59,10.79,20,843
8116080,Ostfildern,Grundzentrum,39806,0,0,0,1745.11,37.09,36,6474
8117010,Böhmenkirch,Grundzentrum,5649,0,0,0,110.59,9.98,15,838
8117012,Bad Boll,Grundzentrum,5272,0,0,0,481.46,20.46,10,796
8117014,Deggingen,Grundzentrum,5325,0,0,0,234.48,11.89,6,332
8117015,Donzdorf,Grundzentrum,10927,0,0,0,274.41,14.14,16,960
8117018,Ebersbach an der Fils,Grundzentrum,15692,0,0,0,597.56,21.82,28,1101
8117019,Eislingen/Fils,Grundzentrum,21745,1,1,0,1325.11,33.39,28,2218
8117038,Rechberghausen,Grundzentrum,5471,0,0,0,854.84,28.44,15,1251
8117051,Uhingen,Grundzentrum,14492,0,0,0,584.59,21.46,35,2159
8117058,Wiesensteig,Grundzentrum,2102,0,0,0,89.79,7.69,3,224
8118010,Bönnigheim,Grundzentrum,8381,0,0,0,416.34,17.83,12,1295
8118011,Ditzingen,Grundzentrum,25145,0,0,0,827.68,25.41,40,4293
8118019,Gerlingen,Grundzentrum,19853,0,0,0,1167.14,27.16,29,2865
8118021,Großbottwar,Grundzentrum,8452,0,0,0,331.32,15.44,14,2647
8118049,Marbach am Neckar,Grundzentrum,16053,0,0,0,888.87,25.47,19,3529
8118060,Oberstenfeld,Grundzentrum,7979,0,0,0,378.15,16.45,11,1890
8118070,Steinheim an der Murr,Grundzentrum,12228,0,0,0,527.52,20.15,14,2517
8118076,Sachsenheim,Grundzentrum,19490,0,0,0,336.5,12.95,31,2054
8118078,Freiberg am Neckar,Grundzentrum,16216,0,0,0,1234.09,37.06,12,1986
8118080,Korntal-Münchingen,Grundzentrum,19955,0,0,0,963.54,29.65,19,1848
8119001,Alfdorf,Grundzentrum,7242,0,0,0,105.69,9.5,33,654
8119044,Murrhardt,Grundzentrum,14180,1,1,74,199.3,11.9,46,1527
8119055,Plüderhausen,Grundzentrum,9760,0,0,0,373.66,12.94,19,815
8119061,Rudersberg,Grundzentrum,11358,1,2,190,288.49,13.46,27,1568
8119075,Sulzbach an der Murr,Grundzentrum,5307,0,0,0,132.28,9.8,16,968
8119084,Welzheim,Grundzentrum,11335,1,1,65,298.37,14.45,32,1110
8119085,Winnenden,Grundzentrum,29245,1,2,280,1042.6,29.16,39,4430
8119091,Weinstadt,Grundzentrum,27088,1,1,55,854.24,26.68,33,2892
8125005,Bad Friedrichshall,Grundzentrum,19962,0,0,0,807.85,30.03,33,2585
8125006,Bad Rappenau,Grundzentrum,22356,0,0,0,303.92,19,32,1313
8125007,Bad Wimpfen,Grundzentrum,7398,0,0,0,381.73,19.4,9,516
8125008,Beilstein,Grundzentrum,6210,0,0,0,246.04,12.96,15,1739
8125013,Brackenheim,Grundzentrum,16521,0,0,0,361.11,19.52,21,1360
8125026,Eppingen,Grundzentrum,22226,0,0,0,250.91,15.64,25,890
8125038,Güglingen,Grundzentrum,6467,0,0,0,397.48,24.09,12,798
8125039,Gundelsheim,Grundzentrum,7586,0,0,0,197.35,12.04,13,782
8125046,Ilsfeld,Grundzentrum,9826,0,0,0,370.65,22.29,20,1039
8125056,Lauffen am Neckar,Grundzentrum,11816,1,1,0,522.14,19.27,39,1127
8125058,Leingarten,Grundzentrum,11816,0,0,0,503.45,21.18,7,536
8125063,Möckmühl,Grundzentrum,8524,0,0,0,171.85,15.04,26,829
8125068,Neudenau,Grundzentrum,5561,0,0,0,168.98,12.43,7,138
8125069,Neuenstadt am Kocher,Grundzentrum,10372,0,0,0,251.93,15.76,21,1050
8125086,Schwaigern,Grundzentrum,11687,0,0,0,236.15,15.68,16,1201
8125102,Weinsberg,Grundzentrum,13290,0,0,0,598.11,30.15,15,1061
8125107,Wüstenrot,Grundzentrum,6813,0,0,0,226.95,13.02,35,1644
8125110,Obersulm,Grundzentrum,13951,0,0,0,448.87,23.23,32,1903
8126011,Bretzfeld,Grundzentrum,12608,0,0,0,194.93,14.22,41,1997
8126020,Dörzbach,Grundzentrum,2566,0,0,0,79.32,12.46,15,592
8126028,Forchtenberg,Grundzentrum,5285,0,0,0,138.75,13.57,23,749
8126045,Krautheim,Grundzentrum,4650,0,0,0,87.9,10.19,23,1086
8126047,Kupferzell,Grundzentrum,6532,0,0,0,120.34,15.33,39,1912
8126056,Mulfingen,Grundzentrum,3677,0,0,0,45.91,10.4,40,920
8126058,Neuenstein,Grundzentrum,6705,0,0,0,140.15,16.66,41,1504
8126060,Niedernhall,Grundzentrum,4142,0,0,0,233.88,15.3,18,1188
8126072,Schöntal,Grundzentrum,5636,0,0,0,69.01,10.73,33,1220
8127008,Blaufelden,Grundzentrum,5421,0,0,0,60.12,10.44,50,1899
8127012,Bühlertann,Grundzentrum,3067,0,0,0,130.01,10.39,14,488
8127025,Gaildorf,Grundzentrum,12408,2,2,160,198.24,11.54,36,2300
8127032,Gerabronn,Grundzentrum,4546,0,0,0,112.58,11.91,20,2033
8127043,Ilshofen,Grundzentrum,7089,0,0,0,129.2,13.61,39,2023
8127046,Kirchberg an der Jagst,Grundzentrum,4456,1,1,86,108.87,13.49,30,2296
8127052,Mainhardt,Grundzentrum,6168,0,0,0,105.08,8.09,34,887
8127063,Obersontheim,Grundzentrum,5493,0,0,0,100.16,10.25,25,764
8127071,Rot am See,Grundzentrum,5668,0,0,0,75.78,11.43,46,2245
8127075,Schrozberg,Grundzentrum,5908,0,0,0,56.15,9.63,56,1256
8127086,Untermünkheim,Grundzentrum,3099,0,0,0,113.98,13.9,15,773
8127089,Vellberg,Grundzentrum,4654,0,0,0,145.94,12.7,19,568
8127101,Kreßberg,Grundzentrum,4056,0,0,0,83.7,11.27,30,529
8127102,Fichtenau,Grundzentrum,4595,0,0,0,146.9,14.77,30,748
8128014,Boxberg,Grundzentrum,6698,0,0,0,65.85,10.63,24,544
8128020,Creglingen,Grundzentrum,4595,0,0,0,39.2,9.14,39,474
8128039,Freudenberg,Grundzentrum,3720,0,0,0,107.02,9.46,16,698
8128047,Grünsfeld,Grundzentrum,3759,0,0,0,84.06,11.36,13,234
8128064,Külsheim,Grundzentrum,5321,0,0,0,65.34,7.91,18,370
8128082,Niederstetten,Grundzentrum,4941,0,0,0,47.49,10.28,29,453
8128126,Weikersheim,Grundzentrum,7732,0,0,0,95.54,11.45,20,560
8128139,Lauda-Königshofen,Grundzentrum,14578,0,0,0,154.36,12.07,43,1747
8135010,Dischingen,Grundzentrum,4462,0,0,0,57.16,10.36,27,608
8135015,Gerstetten,Grundzentrum,11876,0,0,0,128.49,11.41,31,741
8135016,Giengen an der Brenz,Grundzentrum,20133,0,0,0,456.84,22.19,50,1186
8135020,Herbrechtingen,Grundzentrum,13247,0,0,0,225.94,14.89,31,1006
8135025,Königsbronn,Grundzentrum,7063,0,0,0,155.44,9.97,21,873
8135027,Niederstotzingen,Grundzentrum,4828,0,0,0,161.96,11.37,10,387
8135031,Sontheim an der Brenz,Grundzentrum,5897,0,0,0,203.91,14.73,9,156
8135032,Steinheim am Albuch,Grundzentrum,8834,0,0,0,107.17,7.7,21,758
8136002,Abtsgmünd,Grundzentrum,7582,0,0,0,105.94,9.85,31,1268
8136010,Bopfingen,Grundzentrum,11755,0,0,0,152.74,12.59,52,1964
8136027,Gschwend,Grundzentrum,4933,0,0,0,90.48,8.4,34,1700
8136028,Heubach,Grundzentrum,10063,0,0,0,390.34,14.39,15,1091
8136038,Lauchheim,Grundzentrum,4827,0,0,0,118.14,8.86,16,537
8136040,Leinzell,Grundzentrum,2083,0,0,0,987.2,35.55,8,611
8136042,Lorch,Grundzentrum,11003,0,0,0,320.97,20.74,43,1352
8136044,Mutlangen,Grundzentrum,6886,0,0,0,783.39,29.58,17,2364
8136045,Neresheim,Grundzentrum,8064,0,0,0,68.04,9.29,25,784
8136050,Oberkochen,Grundzentrum,8002,0,0,0,339.79,14.06,22,1058
8136075,Unterschneidheim,Grundzentrum,4945,0,0,0,72.65,9.68,24,1390
8136082,Westhausen,Grundzentrum,6164,0,0,0,160.31,14.17,20,693
8215046,Malsch,Grundzentrum,14929,0,0,0,291.35,14.01,27,1936
8215059,Oberderdingen,Grundzentrum,11804,0,0,0,351.62,20.82,17,1126
8215064,Östringen,Grundzentrum,13241,0,0,0,248.52,14.9,22,1202
8215066,Philippsburg,Grundzentrum,13882,0,0,0,274.67,16.4,11,573
8215082,Sulzfeld,Grundzentrum,5114,0,0,0,272.75,14.56,4,131
8215084,Ubstadt-Weiher,Grundzentrum,13332,0,0,0,365.36,21.68,16,1615
8215096,Karlsbad,Grundzentrum,16099,0,0,0,423.55,18.5,33,2531
8215097,Kraichtal,Grundzentrum,14699,0,0,0,182.39,11.95,22,1295
8215099,Graben-Neudorf,Grundzentrum,12451,0,0,0,432.33,19.65,9,875
8215100,Bad Schönborn,Grundzentrum,13239,0,0,0,549.34,25.56,14,749
8215101,Pfinztal,Grundzentrum,18731,0,0,0,603.25,17.65,14,1841
8215102,Eggenstein-Leopoldshafen,Grundzentrum,16924,0,0,0,648.18,23.29,15,1071
8215105,Linkenheim-Hochstetten,Grundzentrum,12238,0,0,0,518.56,17.63,12,1204
8215106,Waghäusel,Grundzentrum,21444,0,0,0,500.56,21.29,19,2276
8215108,Rheinstetten,Grundzentrum,20659,0,0,0,639.4,23.03,20,2748
8215109,Stutensee,Grundzentrum,25204,0,0,0,551.75,18.19,20,2437
8215110,Waldbronn,Grundzentrum,13235,0,0,0,1166.08,30.75,21,1292
8216008,Bühlertal,Grundzentrum,8105,0,0,0,458.69,15.39,38,871
8216009,Durmersheim,Grundzentrum,12085,0,0,0,465.34,15.52,10,666
8216013,Forbach,Grundzentrum,4665,0,0,0,35.38,2.84,33,901
8216024,Kuppenheim,Grundzentrum,8488,0,0,0,469.47,18.36,9,433
8216028,Lichtenau,Grundzentrum,5035,0,0,0,182.3,10.54,11,307
8216049,Sinzheim,Grundzentrum,11533,0,0,0,404.67,18.46,24,960
8216063,Rheinmünster,Grundzentrum,6925,0,0,0,162.94,25.04,12,506
8225001,Adelsheim,Grundzentrum,5255,0,0,0,119.87,11.04,12,240
8225002,Aglasterhausen,Grundzentrum,4869,0,0,0,213.18,14.36,14,635
8225009,Billigheim,Grundzentrum,6057,0,0,0,123.76,10.87,18,534
8225032,Hardheim,Grundzentrum,6957,0,0,0,79.89,9.13,16,665
8225033,Haßmersheim,Grundzentrum,5102,0,0,0,266.42,16.03,11,353
8225052,Limbach,Grundzentrum,4600,0,0,0,105.53,9.34,22,477
8225060,Mudau,Grundzentrum,4982,0,0,0,46.35,5.8,19,397
8225064,Neckargerach,Grundzentrum,2337,0,0,0,152.65,11.95,6,164
8225075,Osterburken,Grundzentrum,6715,0,0,0,141.91,13.55,12,421
8225109,Walldürn,Grundzentrum,11813,1,2,240,111.54,11.18,40,1156
8225115,Schefflenz,Grundzentrum,3936,0,0,0,106.49,10.2,9,328
8225118,Waldbrunn,Grundzentrum,4794,0,0,0,108.24,8.29,19,536
8226032,Hockenheim,Grundzentrum,21745,1,1,200,624.14,28.85,10,656
8226038,Ladenburg,Grundzentrum,12517,0,0,0,658.79,27.84,19,1123
8226041,Leimen,Grundzentrum,27142,0,0,0,1315.02,30.62,36,2579
8226049,Meckesheim,Grundzentrum,5284,0,0,0,323.58,18.98,9,380
8226055,Neckarbischofsheim,Grundzentrum,4230,0,0,0,160.17,10.72,8,449
8226056,Neckargemünd,Grundzentrum,13576,0,0,0,518.96,19.38,45,3295
8226065,Rauenberg,Grundzentrum,8736,0,0,0,785.61,29.41,10,452
8226080,Schönau,Grundzentrum,4449,0,0,0,197.82,9.16,11,553
8226091,Waibstadt,Grundzentrum,5728,0,0,0,224.01,15.25,8,776
8235006,Altensteig,Grundzentrum,10916,0,0,0,205.23,13.33,46,1861
8235007,Althengstett,Grundzentrum,7963,0,0,0,415.61,19.99,12,904
8235008,Bad Liebenzell,Grundzentrum,9795,0,0,0,289.96,12.64,31,1231
8235032,Haiterbach,Grundzentrum,6005,0,0,0,207.64,16.08,17,434
8235033,Bad Herrenalb,Grundzentrum,8212,0,0,0,248.77,10.75,31,1143
8235047,Neubulach,Grundzentrum,5796,0,0,0,234.75,15.15,17,707
8235065,Schömberg,Grundzentrum,8118,1,1,159,218.17,10.08,23,1815
8235080,Wildberg,Grundzentrum,10443,0,0,0,184.24,14.01,25,1416
8235084,Bad Teinach-Zavelstein,Grundzentrum,3251,0,0,0,129.16,9.97,21,448
8236025,Heimsheim,Grundzentrum,5553,0,0,0,388.32,17.76,7,702
8236028,Illingen,Grundzentrum,7949,0,0,0,270.47,14.26,7,329
8236033,Knittlingen,Grundzentrum,8255,0,0,0,313.52,18.04,17,829
8236038,Maulbronn,Grundzentrum,6622,0,0,0,260.71,15.2,18,1114
8236043,Neuenbürg,Grundzentrum,8518,0,0,0,302.59,13.07,30,2213
8236062,Tiefenbronn,Grundzentrum,5395,0,0,0,365.02,18.06,11,676
8236065,Wiernsheim,Grundzentrum,6854,0,0,0,278.39,15.11,15,1895
8236070,Keltern,Grundzentrum,9100,0,0,0,305.16,14.52,22,1927
8236071,Remchingen,Grundzentrum,11995,0,0,0,498.55,19.58,10,243
8236072,Straubenhardt,Grundzentrum,11505,0,0,0,347.79,15.36,28,2707
8236073,Neulingen,Grundzentrum,6711,0,0,0,289.39,14.92,16,799
8236076,Königsbach-Stein,Grundzentrum,10235,0,0,0,303.62,14.39,12,675
8237002,Alpirsbach,Grundzentrum,6177,2,2,68,95.68,8.75,34,1124
8237004,Baiersbronn,Grundzentrum,14942,0,0,0,78.82,5.48,44,1583
8237019,Dornstetten,Grundzentrum,8301,0,0,0,343.02,18.43,13,534
8237024,Empfingen,Grundzentrum,4286,0,0,0,234.34,20.83,8,253
8237027,Eutingen im Gäu,Grundzentrum,5986,0,0,0,182.39,17.67,19,780
8237045,Loßburg,Grundzentrum,7798,1,1,0,98.4,8.97,38,798
8237054,Pfalzgrafenweiler,Grundzentrum,7146,0,0,0,159.9,10.27,18,436
8237074,Waldachtal,Grundzentrum,6286,0,0,0,210.45,14.43,15,318
8315013,Bötzingen,Grundzentrum,5506,0,0,0,423.54,21.38,8,402
8315047,Gundelfingen,Grundzentrum,11977,0,0,0,838.14,20.01,20,1537
8315050,Heitersheim,Grundzentrum,6465,0,0,0,552.09,27.41,9,454
8315052,Hinterzarten,Grundzentrum,2702,0,0,0,80.97,6.23,7,301
8315064,Kirchzarten,Grundzentrum,10252,0,0,0,485.19,20.82,21,983
8315068,Lenzkirch,Grundzentrum,5138,1,1,164,88.71,6.8,24,746
8315070,Löffingen,Grundzentrum,7744,0,0,0,87.98,7.81,30,534
8315073,Merzhausen,Grundzentrum,5347,0,0,0,1937.32,37.32,2,255
8315076,Neuenburg am Rhein,Grundzentrum,12482,1,1,139,283.04,18.28,24,738
8315102,Schluchsee,Grundzentrum,2559,0,0,0,36.86,4.88,23,596
8315133,Vogtsburg im Kaiserstuhl,Grundzentrum,6242,0,0,0,167.08,16.76,22,567
8316009,Denzlingen,Grundzentrum,13910,0,0,0,821.13,25.86,16,1616
8316010,Elzach,Grundzentrum,7477,0,0,0,99.32,5.02,36,1336
8316012,Endingen am Kaiserstuhl,Grundzentrum,10532,0,0,0,394.46,19.81,33,639
8316017,Herbolzheim,Grundzentrum,11224,0,0,0,316.35,20.49,21,692
8316020,Kenzingen,Grundzentrum,10908,1,2,232,295.37,14.22,10,429
8316043,Teningen,Grundzentrum,12281,0,0,0,305.04,15.65,31,1099
8317005,Appenweier,Grundzentrum,10320,0,0,0,271.44,17.31,13,587
8317011,Biberach,Grundzentrum,3750,0,0,0,167.49,10.32,4,159
8317026,Ettenheim,Grundzentrum,13871,0,0,0,284.24,13.11,21,840
8317031,Friesenheim,Grundzentrum,13876,0,0,0,297.96,15.18,22,906
8317034,Gengenbach,Grundzentrum,11116,0,0,0,179.58,9.03,28,715
8317051,Hornberg,Grundzentrum,4271,0,0,0,78.44,4.52,19,268
8317056,Kappelrodeck,Grundzentrum,6176,0,0,0,344.45,16.45,3,85
8317075,Meißenheim,Grundzentrum,4066,0,0,0,190.44,12.88,5,123
8317089,Oberkirch,Grundzentrum,20092,0,0,0,290.77,14.11,43,1140
8317098,Oppenau,Grundzentrum,4936,0,0,0,67.63,4.44,15,263
8317110,Renchen,Grundzentrum,7433,0,0,0,231.7,14.43,6,218
8317127,Seelbach,Grundzentrum,4930,0,0,0,165.27,7.07,7,229
8317141,Willstätt,Grundzentrum,10064,0,0,0,182.09,12.07,20,804
8317146,Zell am Harmersbach,Grundzentrum,8227,1,1,0,225.95,10.52,9,297
8317150,Schwanau,Grundzentrum,7235,0,0,0,188.66,12.02,12,360
8317151,Neuried,Grundzentrum,10049,0,0,0,173.74,12.17,13,547
8317153,Rheinau,Grundzentrum,11343,0,0,0,154.33,11.4,27,701
8325012,Dornhan,Grundzentrum,6238,0,0,0,138.9,12.09,20,485
8325014,Dunningen,Grundzentrum,6579,0,0,0,135.79,11.12,19,588
8325045,Oberndorf am Neckar,Grundzentrum,14662,1,2,314,262.2,16.9,52,1937
8325051,Schiltach,Grundzentrum,3764,0,0,0,110.03,6.99,35,1596
8325057,Sulz am Neckar,Grundzentrum,12724,0,0,0,145.22,12.68,40,1158
8326003,Bad Dürrheim,Grundzentrum,13659,0,0,0,220.02,14.58,25,1359
8326005,Blumberg,Grundzentrum,10256,0,0,0,103.89,8.99,28,1556
8326006,Bräunlingen,Grundzentrum,6014,0,0,0,96.78,7.85,27,1009
8326017,Furtwangen im Schwarzwald,Grundzentrum,9004,1,1,60,109.05,6.41,61,1794
8326027,Hüfingen,Grundzentrum,7976,0,0,0,136.27,10.8,22,1087
8326031,Königsfeld im Schwarzwald,Grundzentrum,6111,0,0,0,152.01,11.37,36,904
8326052,St. Georgen im Schwarzwald,Grundzentrum,13122,0,0,0,219.25,10.99,66,2016
8326060,Triberg im Schwarzwald,Grundzentrum,4767,1,2,266,143.02,8.31,22,874
8326068,Vöhrenbach,Grundzentrum,3698,0,0,0,52.48,3.93,34,845
8327002,Aldingen,Grundzentrum,7720,0,0,0,348.22,20.7,1,68
8327016,Fridingen an der Donau,Grundzentrum,3116,0,0,0,138.67,9.48,1,34
8327018,Geisingen,Grundzentrum,6441,0,0,0,87.34,9.8,8,208
8327019,Gosheim,Grundzentrum,3778,0,0,0,405.36,23.07,,
8327025,Immendingen,Grundzentrum,6606,0,0,0,89.21,7.94,4,242
8327036,Mühlheim an der Donau,Grundzentrum,3627,0,0,0,166.84,10.21,2,46
8327046,Spaichingen,Grundzentrum,13531,0,0,0,731.41,31.84,2,177
8327049,Trossingen,Grundzentrum,17571,2,3,314,726.07,28.14,1,28
8327051,Wehingen,Grundzentrum,3664,0,0,0,251.13,15.56,,
8335022,Engen,Grundzentrum,11355,0,0,0,160.93,11.82,46,1658
8335025,Gaienhofen,Grundzentrum,3400,0,0,0,271.57,17.49,9,545
8335028,Gottmadingen,Grundzentrum,10885,0,0,0,461.62,21.63,18,1288
8335035,Hilzingen,Grundzentrum,8982,0,0,0,169.41,12.39,22,1067
8335080,Tengen,Grundzentrum,4840,0,0,0,78.03,9.51,21,973
8335100,Rielasingen-Worblingen,Grundzentrum,12147,0,0,0,653.42,22.54,15,927
8336008,Binzen,Grundzentrum,2976,0,0,0,512.22,29.43,4,288
8336014,Efringen-Kirchen,Grundzentrum,8773,0,0,0,200.53,15.91,26,474
8336045,Kandern,Grundzentrum,8537,1,1,257,137.12,9.16,23,556
